Profile,Winner,Num_Violations,candidate_pairs,candidate_pairs-normalized,candidate_pairs-no_diagonal,candidate_pairs-normalized-no_diagonal,candidate_pairs-normalized-upper_half,binary_pairs,binary_pairs-no_diagonal,binary_pairs-upper_half,rank_matrix,rank_matrix-normalized,Borda ranking Winner,Plurality ranking Winner,STV Winner,Approval Voting (AV) Winner,Proportional Approval Voting (PAV) Winner,Approval Chamberlin-Courant (CC) Winner,Lexicographic Chamberlin-Courant (lex-CC) Winner,Sequential Approval Chamberlin-Courant (seq-CC) Winner,Monroe's Approval Rule (Monroe) Winner,Greedy Monroe Winner,Minimax Approval Voting (MAV) Winner
"[(0, 4, 3, 2, 1), (0, 4, 3, 2, 1), (0, 4, 1, 3, 2), (1, 0, 4, 3, 2), (1, 0, 4, 3, 2), (2, 3, 4, 0, 1), (2, 3, 4, 0, 1), (4, 0, 3, 2, 1), (2, 3, 4, 0, 1), (4, 3, 0, 2, 1)]","(1, 0, 0, 1, 1)",1,"[0, 8, 7, 6, 5, 2, 0, 3, 3, 2, 3, 7, 0, 3, 3, 4, 7, 7, 0, 3, 5, 8, 7, 7, 0]","[0.0, 0.08, 0.07, 0.06, 0.05, 0.02, 0.0, 0.03, 0.03, 0.02, 0.03, 0.07, 0.0, 0.03, 0.03, 0.04, 0.07, 0.07, 0.0, 0.03, 0.05, 0.08, 0.07, 0.07, 0.0]","[8, 7, 6, 5, 2, 3, 3, 2, 3, 7, 3, 3, 4, 7, 7, 3, 5, 8, 7, 7]","[0.08, 0.07, 0.06, 0.05, 0.02, 0.03, 0.03, 0.02, 0.03, 0.07, 0.03, 0.03, 0.04, 0.07, 0.07, 0.03, 0.05, 0.08, 0.07, 0.07]","[0.18605 0.16279 0.13953 0.11628 0.06977 0.06977 0.04651 0.06977 0.06977
 0.06977]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[3, 3, 1, 3, 0, 2, 0, 1, 0, 7, 3, 0, 0, 4, 3, 0, 4, 3, 3, 0, 2, 3, 5, 0, 0]","[0.06, 0.06, 0.02, 0.06, 0.0, 0.04, 0.0, 0.02, 0.0, 0.14, 0.06, 0.0, 0.0, 0.08, 0.06, 0.0, 0.08, 0.06, 0.06, 0.0, 0.04, 0.06, 0.1, 0.0, 0.0]","(1, 0, 0, 1, 1)","(1, 1, 1, 0, 0)","(1, 0, 1, 0, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(0, 1, 0, 1, 1)"
"[(1, 4, 0, 3, 2), (2, 3, 0, 4, 1), (0, 4, 1, 3, 2), (1, 4, 0, 3, 2), (0, 3, 2, 4, 1), (1, 4, 0, 3, 2), (0, 3, 2, 4, 1), (1, 4, 0, 3, 2), (0, 3, 4, 1, 2), (3, 0, 4, 2, 1)]","(1, 1, 0, 0, 1)",0,"[0, 6, 9, 8, 6, 4, 0, 6, 5, 4, 1, 4, 0, 1, 3, 2, 5, 9, 0, 5, 4, 6, 7, 5, 0]","[0.0, 0.06, 0.09, 0.08, 0.06, 0.04, 0.0, 0.06, 0.05, 0.04, 0.01, 0.04, 0.0, 0.01, 0.03, 0.02, 0.05, 0.09, 0.0, 0.05, 0.04, 0.06, 0.07, 0.05, 0.0]","[6, 9, 8, 6, 4, 6, 5, 4, 1, 4, 1, 3, 2, 5, 9, 5, 4, 6, 7, 5]","[0.06, 0.09, 0.08, 0.06, 0.04, 0.06, 0.05, 0.04, 0.01, 0.04, 0.01, 0.03, 0.02, 0.05, 0.09, 0.05, 0.04, 0.06, 0.07, 0.05]","[0.11321 0.16981 0.15094 0.11321 0.11321 0.09434 0.07547 0.01887 0.0566
 0.09434]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[4, 1, 5, 0, 0, 4, 0, 1, 1, 4, 1, 0, 2, 1, 6, 1, 4, 0, 5, 0, 0, 5, 2, 3, 0]","[0.08, 0.02, 0.1, 0.0, 0.0, 0.08, 0.0, 0.02, 0.02, 0.08, 0.02, 0.0, 0.04, 0.02, 0.12, 0.02, 0.08, 0.0, 0.1, 0.0, 0.0, 0.1, 0.04, 0.06, 0.0]","(1, 0, 0, 1, 1)","(1, 1, 1, 0, 0)","(1, 1, 0, 1, 0)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)"
"[(2, 1, 0, 4, 3), (3, 4, 0, 2, 1), (1, 2, 0, 4, 3), (0, 2, 4, 3, 1), (2, 1, 0, 4, 3), (1, 2, 0, 4, 3), (3, 4, 0, 2, 1), (4, 3, 0, 2, 1), (2, 0, 1, 4, 3), (4, 3, 0, 2, 1)]","(1, 1, 1, 0, 0)",0,"[0, 6, 5, 6, 6, 4, 0, 2, 5, 5, 5, 8, 0, 6, 6, 4, 5, 4, 0, 2, 4, 5, 4, 8, 0]","[0.0, 0.06, 0.05, 0.06, 0.06, 0.04, 0.0, 0.02, 0.05, 0.05, 0.05, 0.08, 0.0, 0.06, 0.06, 0.04, 0.05, 0.04, 0.0, 0.02, 0.04, 0.05, 0.04, 0.08, 0.0]","[6, 5, 6, 6, 4, 2, 5, 5, 5, 8, 6, 6, 4, 5, 4, 2, 4, 5, 4, 8]","[0.06, 0.05, 0.06, 0.06, 0.04, 0.02, 0.05, 0.05, 0.05, 0.08, 0.06, 0.06, 0.04, 0.05, 0.04, 0.02, 0.04, 0.05, 0.04, 0.08]","[0.12245 0.10204 0.12245 0.12245 0.04082 0.10204 0.10204 0.12245 0.12245
 0.04082]","[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[1, 0, 1, 1, 0, 0, 0, 1, 1, 0]","[1, 1, 8, 0, 0, 2, 2, 1, 0, 5, 3, 3, 0, 4, 0, 2, 2, 0, 1, 5, 2, 2, 1, 5, 0]","[0.02, 0.02, 0.16, 0.0, 0.0, 0.04, 0.04, 0.02, 0.0, 0.1, 0.06, 0.06, 0.0, 0.08, 0.0, 0.04, 0.04, 0.0, 0.02, 0.1, 0.04, 0.04, 0.02, 0.1, 0.0]","(1, 0, 1, 0, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)","(1, 1, 0, 1, 0)","(1, 0, 1, 0, 1)"
"[(3, 1, 2, 4, 0), (1, 2, 4, 3, 0), (1, 2, 3, 4, 0), (0, 4, 2, 1, 3), (2, 1, 4, 0, 3), (3, 1, 2, 4, 0), (2, 1, 4, 0, 3), (4, 0, 2, 1, 3), (2, 1, 3, 4, 0), (1, 2, 4, 3, 0)]","(0, 1, 1, 0, 1)",0,"[0, 2, 2, 4, 1, 8, 0, 5, 8, 8, 8, 5, 0, 8, 8, 6, 2, 2, 0, 4, 9, 2, 2, 6, 0]","[0.0, 0.02, 0.02, 0.04, 0.01, 0.08, 0.0, 0.05, 0.08, 0.08, 0.08, 0.05, 0.0, 0.08, 0.08, 0.06, 0.02, 0.02, 0.0, 0.04, 0.09, 0.02, 0.02, 0.06, 0.0]","[2, 2, 4, 1, 8, 5, 8, 8, 8, 5, 8, 8, 6, 2, 2, 4, 9, 2, 2, 6]","[0.02, 0.02, 0.04, 0.01, 0.08, 0.05, 0.08, 0.08, 0.08, 0.05, 0.08, 0.08, 0.06, 0.02, 0.02, 0.04, 0.09, 0.02, 0.02, 0.06]",[0.04 0.04 0.08 0.02 0.1  0.16 0.16 0.16 0.16 0.08],"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 2, 6, 3, 5, 0, 2, 0, 3, 3, 4, 0, 0, 2, 0, 2, 2, 4, 1, 1, 4, 4, 0]","[0.02, 0.02, 0.0, 0.04, 0.12, 0.06, 0.1, 0.0, 0.04, 0.0, 0.06, 0.06, 0.08, 0.0, 0.0, 0.04, 0.0, 0.04, 0.04, 0.08, 0.02, 0.02, 0.08, 0.08, 0.0]","(0, 1, 1, 0, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)"
"[(0, 4, 1, 2, 3), (3, 2, 1, 0, 4), (4, 0, 1, 2, 3), (2, 3, 1, 0, 4), (0, 4, 1, 2, 3), (4, 0, 1, 2, 3), (4, 0, 1, 2, 3), (2, 3, 1, 0, 4), (4, 0, 1, 2, 3), (0, 4, 1, 2, 3)]","(1, 1, 0, 0, 1)",0,"[0, 7, 7, 7, 6, 3, 0, 7, 7, 3, 3, 3, 0, 9, 3, 3, 3, 1, 0, 3, 4, 7, 7, 7, 0]","[0.0, 0.07, 0.07, 0.07, 0.06, 0.03, 0.0, 0.07, 0.07, 0.03, 0.03, 0.03, 0.0, 0.09, 0.03, 0.03, 0.03, 0.01, 0.0, 0.03, 0.04, 0.07, 0.07, 0.07, 0.0]","[7, 7, 7, 6, 3, 7, 7, 3, 3, 3, 9, 3, 3, 3, 1, 3, 4, 7, 7, 7]","[0.07, 0.07, 0.07, 0.06, 0.03, 0.07, 0.07, 0.03, 0.03, 0.03, 0.09, 0.03, 0.03, 0.03, 0.01, 0.03, 0.04, 0.07, 0.07, 0.07]","[0.11864 0.11864 0.11864 0.10169 0.11864 0.11864 0.05085 0.15254 0.05085
 0.05085]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1, 0, 0]","[3, 4, 0, 3, 0, 0, 0, 10, 0, 0, 2, 1, 0, 7, 0, 1, 2, 0, 0, 7, 4, 3, 0, 0, 3]","[0.06, 0.08, 0.0, 0.06, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.04, 0.02, 0.0, 0.14, 0.0, 0.02, 0.04, 0.0, 0.0, 0.14, 0.08, 0.06, 0.0, 0.0, 0.06]","(1, 1, 0, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)","(1, 1, 0, 0, 1)","(0, 1, 0, 1, 1)"
"[(3, 4, 2, 1, 0), (4, 1, 3, 2, 0), (4, 1, 3, 2, 0), (0, 2, 3, 4, 1), (2, 0, 3, 4, 1), (3, 4, 2, 1, 0), (3, 2, 0, 4, 1), (2, 0, 3, 4, 1), (0, 2, 3, 4, 1), (4, 3, 1, 2, 0)]","(0, 0, 1, 1, 1)",0,"[0, 5, 2, 4, 5, 5, 0, 3, 2, 0, 8, 7, 0, 4, 5, 6, 8, 6, 0, 7, 5, 10, 5, 3, 0]","[0.0, 0.05, 0.02, 0.04, 0.05, 0.05, 0.0, 0.03, 0.02, 0.0, 0.08, 0.07, 0.0, 0.04, 0.05, 0.06, 0.08, 0.06, 0.0, 0.07, 0.05, 0.1, 0.05, 0.03, 0.0]","[5, 2, 4, 5, 5, 3, 2, 0, 8, 7, 4, 5, 6, 8, 6, 7, 5, 10, 5, 3]","[0.05, 0.02, 0.04, 0.05, 0.05, 0.03, 0.02, 0.0, 0.08, 0.07, 0.04, 0.05, 0.06, 0.08, 0.06, 0.07, 0.05, 0.1, 0.05, 0.03]","[0.13514 0.05405 0.10811 0.13514 0.08108 0.05405 0.      0.10811 0.13514
 0.18919]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[2, 2, 1, 0, 5, 0, 2, 1, 2, 5, 2, 3, 2, 3, 0, 3, 1, 6, 0, 0, 3, 2, 0, 5, 0]","[0.04, 0.04, 0.02, 0.0, 0.1, 0.0, 0.04, 0.02, 0.04, 0.1, 0.04, 0.06, 0.04, 0.06, 0.0, 0.06, 0.02, 0.12, 0.0, 0.0, 0.06, 0.04, 0.0, 0.1, 0.0]","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)"
"[(4, 1, 0, 2, 3), (2, 4, 1, 0, 3), (3, 2, 4, 1, 0), (3, 2, 4, 1, 0), (1, 4, 0, 2, 3), (2, 4, 1, 0, 3), (3, 2, 4, 1, 0), (3, 2, 4, 1, 0), (0, 1, 4, 2, 3), (1, 0, 4, 2, 3)]","(0, 1, 1, 0, 1)",2,"[0, 1, 4, 6, 2, 9, 0, 4, 6, 3, 6, 6, 0, 6, 6, 4, 4, 4, 0, 4, 8, 7, 4, 6, 0]","[0.0, 0.01, 0.04, 0.06, 0.02, 0.09, 0.0, 0.04, 0.06, 0.03, 0.06, 0.06, 0.0, 0.06, 0.06, 0.04, 0.04, 0.04, 0.0, 0.04, 0.08, 0.07, 0.04, 0.06, 0.0]","[1, 4, 6, 2, 9, 4, 6, 3, 6, 6, 6, 6, 4, 4, 4, 4, 8, 7, 4, 6]","[0.01, 0.04, 0.06, 0.02, 0.09, 0.04, 0.06, 0.03, 0.06, 0.06, 0.06, 0.06, 0.04, 0.04, 0.04, 0.04, 0.08, 0.07, 0.04, 0.06]","[0.02381 0.09524 0.14286 0.04762 0.09524 0.14286 0.07143 0.14286 0.14286
 0.09524]","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1]","[0, 0, 1, 0, 0, 1, 0, 1, 1, 0]","[1, 1, 2, 2, 4, 2, 2, 2, 4, 0, 2, 4, 0, 4, 0, 4, 0, 0, 0, 6, 1, 3, 6, 0, 0]","[0.02, 0.02, 0.04, 0.04, 0.08, 0.04, 0.04, 0.04, 0.08, 0.0, 0.04, 0.08, 0.0, 0.08, 0.0, 0.08, 0.0, 0.0, 0.0, 0.12, 0.02, 0.06, 0.12, 0.0, 0.0]","(0, 1, 1, 0, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(0, 1, 0, 1, 1)"
"[(4, 0, 1, 2, 3), (4, 0, 1, 2, 3), (3, 2, 1, 0, 4), (2, 3, 1, 0, 4), (2, 3, 1, 0, 4), (0, 1, 2, 4, 3), (0, 1, 4, 2, 3), (4, 0, 1, 2, 3), (4, 0, 1, 2, 3), (0, 1, 2, 4, 3)]","(1, 1, 0, 0, 1)",0,"[0, 7, 7, 7, 6, 3, 0, 7, 7, 6, 3, 3, 0, 9, 5, 3, 3, 1, 0, 3, 4, 4, 5, 7, 0]","[0.0, 0.07, 0.07, 0.07, 0.06, 0.03, 0.0, 0.07, 0.07, 0.06, 0.03, 0.03, 0.0, 0.09, 0.05, 0.03, 0.03, 0.01, 0.0, 0.03, 0.04, 0.04, 0.05, 0.07, 0.0]","[7, 7, 7, 6, 3, 7, 7, 6, 3, 3, 9, 5, 3, 3, 1, 3, 4, 4, 5, 7]","[0.07, 0.07, 0.07, 0.06, 0.03, 0.07, 0.07, 0.06, 0.03, 0.03, 0.09, 0.05, 0.03, 0.03, 0.01, 0.03, 0.04, 0.04, 0.05, 0.07]","[0.10938 0.10938 0.10938 0.09375 0.10938 0.10938 0.09375 0.14062 0.07812
 0.04688]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]","[3, 4, 0, 3, 0, 0, 3, 7, 0, 0, 2, 1, 2, 5, 0, 1, 2, 0, 0, 7, 4, 0, 1, 2, 3]","[0.06, 0.08, 0.0, 0.06, 0.0, 0.0, 0.06, 0.14, 0.0, 0.0, 0.04, 0.02, 0.04, 0.1, 0.0, 0.02, 0.04, 0.0, 0.0, 0.14, 0.08, 0.0, 0.02, 0.04, 0.06]","(1, 1, 1, 0, 0)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)"
"[(1, 2, 4, 3, 0), (2, 1, 4, 3, 0), (4, 2, 1, 3, 0), (4, 2, 1, 3, 0), (1, 2, 4, 3, 0), (1, 2, 4, 3, 0), (0, 3, 1, 2, 4), (2, 1, 4, 3, 0), (3, 1, 0, 2, 4), (4, 2, 1, 3, 0)]","(0, 1, 1, 0, 1)",0,"[0, 1, 2, 1, 2, 9, 0, 5, 8, 7, 8, 5, 0, 8, 7, 9, 2, 2, 0, 2, 8, 3, 3, 8, 0]","[0.0, 0.01, 0.02, 0.01, 0.02, 0.09, 0.0, 0.05, 0.08, 0.07, 0.08, 0.05, 0.0, 0.08, 0.07, 0.09, 0.02, 0.02, 0.0, 0.02, 0.08, 0.03, 0.03, 0.08, 0.0]","[1, 2, 1, 2, 9, 5, 8, 7, 8, 5, 8, 7, 9, 2, 2, 2, 8, 3, 3, 8]","[0.01, 0.02, 0.01, 0.02, 0.09, 0.05, 0.08, 0.07, 0.08, 0.05, 0.08, 0.07, 0.09, 0.02, 0.02, 0.02, 0.08, 0.03, 0.03, 0.08]","[0.02326 0.04651 0.02326 0.04651 0.11628 0.18605 0.16279 0.18605 0.16279
 0.04651]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 1, 0, 8, 3, 3, 4, 0, 0, 2, 6, 0, 2, 0, 1, 1, 0, 8, 0, 3, 0, 5, 0, 2]","[0.02, 0.0, 0.02, 0.0, 0.16, 0.06, 0.06, 0.08, 0.0, 0.0, 0.04, 0.12, 0.0, 0.04, 0.0, 0.02, 0.02, 0.0, 0.16, 0.0, 0.06, 0.0, 0.1, 0.0, 0.04]","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)"
"[(1, 3, 2, 0, 4), (1, 2, 3, 4, 0), (3, 1, 0, 2, 4), (4, 2, 1, 3, 0), (0, 3, 1, 2, 4), (1, 3, 0, 2, 4), (3, 1, 2, 0, 4), (4, 2, 1, 3, 0), (1, 3, 0, 2, 4), (1, 3, 2, 4, 0)]","(0, 1, 1, 1, 0)",0,"[0, 1, 4, 1, 6, 9, 0, 8, 7, 8, 6, 2, 0, 3, 8, 9, 3, 7, 0, 8, 4, 2, 2, 2, 0]","[0.0, 0.01, 0.04, 0.01, 0.06, 0.09, 0.0, 0.08, 0.07, 0.08, 0.06, 0.02, 0.0, 0.03, 0.08, 0.09, 0.03, 0.07, 0.0, 0.08, 0.04, 0.02, 0.02, 0.02, 0.0]","[1, 4, 1, 6, 9, 8, 7, 8, 6, 2, 3, 8, 9, 3, 7, 8, 4, 2, 2, 2]","[0.01, 0.04, 0.01, 0.06, 0.09, 0.08, 0.07, 0.08, 0.06, 0.02, 0.03, 0.08, 0.09, 0.03, 0.07, 0.08, 0.04, 0.02, 0.02, 0.02]","[0.01852 0.07407 0.01852 0.11111 0.14815 0.12963 0.14815 0.05556 0.14815
 0.14815]","[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 3, 2, 4, 5, 2, 3, 0, 0, 0, 3, 3, 4, 0, 2, 5, 1, 2, 0, 2, 0, 0, 2, 6]","[0.02, 0.0, 0.06, 0.04, 0.08, 0.1, 0.04, 0.06, 0.0, 0.0, 0.0, 0.06, 0.06, 0.08, 0.0, 0.04, 0.1, 0.02, 0.04, 0.0, 0.04, 0.0, 0.0, 0.04, 0.12]","(0, 1, 1, 1, 0)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 0, 1, 1)"
"[(0, 3, 2, 1, 4), (2, 3, 1, 0, 4), (2, 3, 0, 1, 4), (1, 4, 2, 3, 0), (3, 2, 0, 1, 4), (0, 3, 2, 1, 4), (2, 1, 4, 3, 0), (1, 4, 2, 3, 0), (3, 2, 0, 1, 4), (0, 3, 2, 1, 4)]","(1, 0, 1, 1, 0)",0,"[0, 6, 3, 3, 7, 4, 0, 2, 3, 10, 7, 8, 0, 5, 8, 7, 7, 5, 0, 7, 3, 0, 2, 3, 0]","[0.0, 0.06, 0.03, 0.03, 0.07, 0.04, 0.0, 0.02, 0.03, 0.1, 0.07, 0.08, 0.0, 0.05, 0.08, 0.07, 0.07, 0.05, 0.0, 0.07, 0.03, 0.0, 0.02, 0.03, 0.0]","[6, 3, 3, 7, 4, 2, 3, 10, 7, 8, 5, 8, 7, 7, 5, 7, 3, 0, 2, 3]","[0.06, 0.03, 0.03, 0.07, 0.04, 0.02, 0.03, 0.1, 0.07, 0.08, 0.05, 0.08, 0.07, 0.07, 0.05, 0.07, 0.03, 0.0, 0.02, 0.03]","[0.11111 0.05556 0.05556 0.12963 0.03704 0.05556 0.18519 0.09259 0.14815
 0.12963]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[3, 0, 3, 1, 3, 2, 1, 1, 6, 0, 3, 2, 5, 0, 0, 2, 5, 0, 3, 0, 0, 2, 1, 0, 7]","[0.06, 0.0, 0.06, 0.02, 0.06, 0.04, 0.02, 0.02, 0.12, 0.0, 0.06, 0.04, 0.1, 0.0, 0.0, 0.04, 0.1, 0.0, 0.06, 0.0, 0.0, 0.04, 0.02, 0.0, 0.14]","(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)"
"[(0, 2, 3, 4, 1), (0, 3, 2, 4, 1), (0, 3, 2, 1, 4), (1, 2, 0, 3, 4), (2, 0, 3, 4, 1), (3, 4, 0, 2, 1), (1, 2, 0, 3, 4), (2, 1, 0, 3, 4), (0, 3, 2, 1, 4), (4, 3, 0, 2, 1)]","(1, 0, 1, 1, 0)",0,"[0, 7, 6, 8, 8, 3, 0, 2, 3, 5, 4, 8, 0, 5, 8, 2, 7, 5, 0, 9, 2, 5, 2, 1, 0]","[0.0, 0.07, 0.06, 0.08, 0.08, 0.03, 0.0, 0.02, 0.03, 0.05, 0.04, 0.08, 0.0, 0.05, 0.08, 0.02, 0.07, 0.05, 0.0, 0.09, 0.02, 0.05, 0.02, 0.01, 0.0]","[7, 6, 8, 8, 3, 2, 3, 5, 4, 8, 5, 8, 2, 7, 5, 9, 2, 5, 2, 1]","[0.07, 0.06, 0.08, 0.08, 0.03, 0.02, 0.03, 0.05, 0.04, 0.08, 0.05, 0.08, 0.02, 0.07, 0.05, 0.09, 0.02, 0.05, 0.02, 0.01]","[0.11475 0.09836 0.13115 0.13115 0.03279 0.04918 0.08197 0.08197 0.13115
 0.14754]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 1, 1]","[4, 1, 5, 0, 0, 2, 1, 0, 2, 5, 2, 3, 3, 2, 0, 1, 4, 2, 3, 0, 1, 1, 0, 3, 5]","[0.08, 0.02, 0.1, 0.0, 0.0, 0.04, 0.02, 0.0, 0.04, 0.1, 0.04, 0.06, 0.06, 0.04, 0.0, 0.02, 0.08, 0.04, 0.06, 0.0, 0.02, 0.02, 0.0, 0.06, 0.1]","(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 0, 1)"
